# regionId<TAB>area name. Region->name data derived from RuneLite's
# DiscordGameEventType (BSD-2-Clause). Factual OSRS location data.
6199	Shayzien
6200	Shayzien
6201	Great Kourend
6202	Lovakengj
6203	Lovakengj
6204	Northern Tundras
6205	Northern Tundras
6291	The Burrow
6298	Woodcutting Guild Dungeon
6445	Avium Savannah
6446	Avium Savannah
6447	Avium Savannah
6448	Civitas Illa Fortis
6449	Civitas Illa Fortis
6453	Kourend Woodland
6454	Woodcutting Guild
6455	Hosidius
6456	Hosidius
6457	Great Kourend
6458	Arceuus
6459	Arceuus
6460	Arceuus
6461	Wintertodt Camp
6462	Wintertodt
6483	Ancient Cavern
6486	Galvek Shipwrecks
6487	Galvek Shipwrecks
6488	Galvek Shipwrecks
6489	Galvek Shipwrecks
6549	Civitas illa Fortis Underground
6553	Crabclaw Caves
6556	Catacombs of Kourend
6557	Catacombs of Kourend
6701	Avium Savannah
6702	Avium Savannah
6703	Avium Savannah
6704	Civitas Illa Fortis
6705	Civitas Illa Fortis
6710	Hosidius
6711	Hosidius
6712	Hosidius
6713	Great Kourend
6714	Arceuus
6715	Arceuus
6716	Dark Altar
6717	Northern Tundras
6727	Grotesque Guardians
6742	Galvek Shipwrecks
6743	Galvek Shipwrecks
6744	Galvek Shipwrecks
6745	Galvek Shipwrecks
6804	Civitas illa Fortis Underground
6805	Civitas illa Fortis Underground
6809	Crabclaw Caves
6812	Catacombs of Kourend
6813	Catacombs of Kourend
6957	Avium Savannah
6958	Avium Savannah
6959	Avium Savannah
6960	Civitas Illa Fortis
6961	Civitas Illa Fortis
6965	Crabclaw Isle
6966	Hosidius
6967	Hosidius
6968	Hosidius
6969	Port Piscarilius
6970	Port Piscarilius
6971	Port Piscarilius
6972	Dense Essence Mine
6992	Giant Mole
6993	Giant Mole
6995	Ancient Cavern
7070	The Warrens
7215	Avium Savannah
7216	Fortis Colosseum
7221	Hosidius
7222	Tithe Farm
7223	Hosidius
7224	Hosidius
7225	Port Piscarilius
7226	Port Piscarilius
7227	Port Piscarilius
7228	Soul Altar
7316	Fortis Colosseum Lobby
7322	Sarachnis
7323	Forthos Dungeon
7326	The Warrens
7478	Hosidius
7479	Hosidius
7492	Waterbirth Dungeon
7496	Temple of Light
7499	Fishing Trawler
7502	Mr. Mordaut's Classroom
7504	Evil Twin Crane Room
7505	Stronghold of Security
7508	Barbarian Assault
7509	Barbarian Assault
7512	The Gauntlet
7534	Player Owned House
7535	Player Owned House
7564	Myths' Guild Dungeon
7748	Waterbirth Dungeon
7749	Pyramid Plunder
7752	Mourner Tunnels
7753	Keldagrim Rat Pits
7754	Odd One Out
7757	Blast Furnace
7758	ScapeRune
7760	Elemental Workshop
7768	Corrupted Gauntlet
7790	Player Owned House
7791	Player Owned House
7820	Myths' Guild Dungeon
7821	Myths' Guild Dungeon
7827	Crumbling Tower
8008	Mourner Tunnels
8010	Mime's Stage
8013	Eagles' Peak Dungeon
8014	Temple Trekking
8017	Stronghold of Security
8036	The Scar
8046	Player Owned House
8047	Player Owned House
8076	Corsair Cove Dungeon
8236	Isle of Souls
8237	Isle of Souls
8238	Isle of Souls
8252	Lunar Isle
8253	Lunar Isle
8256	Temple Trekking
8261	ScapeRune
8267	Cosmic Entity's Plane
8270	Temple Trekking
8280	Crash Site Cavern
8291	The Leviathan
8292	The Scar
8302	Player Owned House
8303	Player Owned House
8332	Corsair Cove Dungeon
8491	Isle of Souls
8492	Isle of Souls
8493	Soul Wars
8494	Isle of Souls
8495	Zul-Andra
8496	Port Tyras
8497	Isafdar
8499	Prifddinas
8500	Prifddinas
8501	Mynydd
8508	Lunar Isle
8509	Lunar Isle
8523	Cosmic Altar
8530	Stronghold of Security
8536	Crash Site Cavern
8593	Isle of Souls Dungeon
8747	Isle of Souls
8748	Soul Wars
8749	Soul Wars
8750	Isle of Souls
8751	Zul-Andra
8752	Poison Waste
8753	Isafdar
8754	Isafdar
8755	Prifddinas
8756	Prifddinas
8757	Gwenith
8763	Pirates' Cove
8779	Death Altar
8781	Burthorpe Games Room
8782	Temple Trekking
8797	Hallowed Sepulchre
9003	Isle of Souls
9004	Isle of Souls
9005	Soul Wars
9006	Isle of Souls
9007	Zulrah
9008	Poison Waste
9009	Isafdar
9010	Isafdar
9011	Prifddinas
9012	Prifddinas
9013	Prifddinas
9014	Kandarin
9015	Piscatoris Hunter Area
9016	Piscatoris Hunter Area
9023	Vorkath
9033	Nightmare Zone
9035	Chaos Altar
9038	Temple Trekking
9043	The Inferno
9046	Mouse Hole
9048	Skotizo
9051	Hallowed Sepulchre
9052	Hallowed Sepulchre
9053	Hallowed Sepulchre
9054	Hallowed Sepulchre
9116	Kraken
9260	Isle of Souls
9261	Isle of Souls
9262	Isle of Souls
9263	Kandarin
9264	Kandarin
9265	Lletya
9266	Arandar
9267	Arandar
9268	Kandarin
9269	Kandarin
9270	Eagles' Peak
9271	Piscatoris Hunter Area
9272	Piscatoris Hunter Area
9273	Piscatoris
9275	Neitiznot
9276	Fremennik Isles
9285	Zanaris
9291	Wrath Altar
9294	Temple Trekking
9297	Stronghold of Security
9309	Hallowed Sepulchre
9314	Lassar Undercity
9315	Lassar Undercity
9316	Lassar Undercity
9358	Kruk's Dungeon
9359	Kruk's Dungeon
9360	Kruk's Dungeon
9362	Observatory Dungeon
9363	Thermonuclear smoke devil
9369	Underground Pass
9370	Underground Pass
9377	Lunar Isle Mine
9519	Kandarin
9520	Castle Wars
9523	Arandar
9524	Kandarin
9525	Tree Gnome Stronghold
9526	Tree Gnome Stronghold
9527	Kandarin
9528	Piscatoris Hunter Area
9531	Jatizso
9532	Fremennik Isles
9540	Zanaris
9541	Zanaris
9544	Meiyerditch Mine
9545	Viyeldi Caves
9547	Nature Altar
9550	Temple Trekking
9551	Tzhaar Fight Caves
9552	Tzhaar Fight Pits
9563	Hallowed Sepulchre
9565	Hallowed Sepulchre
9571	Lassar Undercity
9572	Lassar Undercity
9615	Kruk's Dungeon
9616	Kruk's Dungeon
9619	Thermonuclear smoke devil
9620	Castle Wars
9624	Stronghold Slayer Cave
9625	Stronghold Slayer Cave
9631	Jatizso Mines
9772	Myths' Guild
9773	Feldip Hills
9774	Feldip Hills
9775	Jiggig
9776	Kandarin
9777	Observatory
9778	Ourania Hunter Area
9779	Ardougne
9780	Ardougne
9781	Tree Gnome Stronghold
9782	Tree Gnome Stronghold
9783	Kandarin
9790	Island of Stone
9796	Evil Chicken's Lair
9797	Zanaris
9802	Frogland
9803	Law Altar
9806	Temple Trekking
9807	Mor Ul Rek
9808	Mor Ul Rek
9821	Hallowed Sepulchre
9828	Lassar Undercity
9871	Kruk's Dungeon
9874	Jiggig Burial Tomb
9875	Jiggig Burial Tomb
9880	Stronghold Slayer Cave
9881	Stronghold Slayer Cave
9882	Grand Tree Tunnels
9886	Waterbirth Dungeon
10028	Corsair Cove
10029	Feldip Hills
10030	Feldip Hills
10031	Gu'Tanoth
10032	Yanille
10033	Tree Gnome Village
10034	Battlefield
10035	Ardougne
10036	Ardougne
10037	Kandarin
10038	Otto's Grotto
10039	Barbarian Outpost
10040	Lighthouse
10042	Waterbirth Island
10044	Miscellania
10058	ScapeRune
10059	Body Altar
10063	Mor Ul Rek
10064	Mor Ul Rek
10074	Hallowed Sepulchre
10075	Hallowed Sepulchre
10077	Hallowed Sepulchre
10125	Kruk's Dungeon
10126	Kruk's Dungeon
10127	Kruk's Dungeon
10128	Kruk's Dungeon
10129	Chinchompa Hunting Ground
10134	Ardougne Sewers
10135	West Ardougne Basement
10136	Ardougne Sewers
10137	Glarial's Tomb
10140	Lighthouse
10142	Waterbirth Dungeon
10144	Miscellania Dungeon
10284	Corsair Cove
10285	Feldip Hills
10286	Feldip Hills
10287	Feldip Hills
10288	Yanille
10289	Fight Arena
10290	Kandarin
10291	Ardougne
10292	Ardougne
10293	Fishing Guild
10294	Kandarin
10296	Fremennik Province
10297	Rellekka
10300	Etceteria
10307	Puro-Puro
10314	Freaky Forester's Clearing
10315	Fire Altar
10321	H.A.M. Store room
10322	Barbarian Assault
10338	Lassar Undercity
10339	Lassar Undercity
10340	Lassar Undercity
10381	Kruk's Dungeon
10382	Kruk's Dungeon
10383	Kruk's Dungeon
10384	Kruk's Dungeon
10387	Ogre Enclave
10388	Yanille Agility Dungeon
10390	Clock Tower Basement
10391	Ardougne Sewers
10392	Chaos Druid Tower
10393	Goblin Cave
10394	Waterfall Dungeon
10400	Miscellania Dungeon
10536	Pest Control
10537	Void Knights' Outpost
10542	Feldip Hills
10543	Feldip Hills
10544	Hazelmere's Island
10545	Port Khazard
10546	Kandarin
10547	Ardougne
10548	Ardougne
10549	Ranging Guild
10550	McGrubor's Wood
10551	Kandarin
10552	Fremennik Province
10553	Rellekka
10558	Iceberg
10559	Iceberg
10569	Fisher Realm
10571	Earth Altar
10575	Shadow Dungeon
10577	Killerwatt Plane
10595	The Whisperer
10596	Lassar Undercity
10637	Kruk's Dungeon
10638	Kruk's Dungeon
10639	Kruk's Dungeon
10640	Kruk's Dungeon
10643	Brimhaven Dungeon
10644	Brimhaven Dungeon
10645	Brimhaven Dungeon
10646	Ardougne Rat Pits
10647	Ardougne Sewers
10649	Temple of Ikov
10650	Temple of Ikov
10658	KGP Headquarters
10794	Ape Atoll
10795	Ape Atoll
10801	Karamja
10802	Karamja
10803	Witchaven
10804	Legends' Guild
10805	Kandarin
10806	Seers' Village
10807	Sinclair Mansion
10808	Fremennik Province
10809	Fremennik Province
10810	Fremennik Province
10811	Fremennik Province
10821	Abandoned Mine
10822	Abandoned Mine
10823	Abandoned Mine
10827	Water Altar
10831	Shadow Dungeon
10833	Dorgesh-Kaan South Dungeon
10834	Dorgesh-Kaan
10835	Dorgesh-Kaan
10852	Lassar Undercity
10894	Ape Atoll Dungeon
10895	Ape Atoll Banana Plantation
10899	Brimhaven Dungeon
10900	Brimhaven Dungeon
10901	Brimhaven Dungeon
10903	Witchhaven Shrine Dungeon
10904	Legends' Guild Dungeon
10905	Temple of Ikov
10906	Elemental Workshop
10907	Fremennik Slayer Dungeon
10908	Fremennik Slayer Dungeon
10910	Brine Rat Cavern
10974	Ape Atoll
11050	Ape Atoll
11051	Marim
11053	Kharazi Jungle
11054	Karamja
11055	Tai Bwo Wannai
11056	Tai Bwo Wannai
11057	Brimhaven
11058	Brimhaven
11059	Fishing Platform
11060	Entrana
11061	Catherby
11062	Kandarin
11063	Max Island
11064	Fremennik Province
11065	Mountain Camp
11066	Trollweiss Mountain
11067	Trollweiss Mountain
11068	Trollweiss Mountain
11077	Abandoned Mine
11078	Abandoned Mine
11079	Abandoned Mine
11083	Mind Altar
11103	Lletya
11150	Ape Atoll Dungeon
11151	Temple of Marimbo
11153	Viyeldi Caves
11154	Tomb of Bervirius
11157	Brimhaven Agility Arena
11164	Fremennik Slayer Dungeon
11309	Kharazi Jungle
11310	Shilo Village
11311	Karamja
11312	Karamja
11313	Karamja
11314	Crandor
11315	Crandor
11316	Entrana
11317	Catherby
11318	Catherby
11319	Burthorpe
11320	Death Plateau
11321	Troll Stronghold
11322	Ice Path
11323	Ice Path
11325	Weiss
11330	Phantom Muspah
11339	Air Altar
11343	Ratcatchers Mansion
11346	Kree'arra
11347	General Graardor
11412	Jogre Dungeon
11413	Karamja Dungeon
11414	Crandor Dungeon
11416	Taverley Dungeon
11417	Taverley Dungeon
11418	White Wolf Mountain Caves
11419	White Wolf Mountain Caves
11421	Troll Stronghold
11422	Keldagrim
11423	Keldagrim
11425	Salt Mine
11562	Crash Island
11565	Kharazi Jungle
11566	Karamja
11567	Karamja
11568	Karamja
11569	Karamja
11570	Rimmington
11571	Crafting Guild
11572	Falador
11573	Taverley
11574	Taverley
11575	Burthorpe
11576	Troll Arena
11577	Trollheim
11578	God Wars Dungeon
11581	Weiss
11588	Dagannoth Kings
11589	Dagannoth Kings
11591	Mysterious Old Man's Maze
11595	Rune Essence Mine
11599	Varrock Rat Pits
11601	Nex
11602	Commander Zilyana
11603	K'ril Tsutsaroth
11605	Sorceress's Garden
11609	Ruins of Camdozaal
11610	Ruins of Camdozaal
11611	Ruins of Camdozaal
11662	Maniacal Monkey Hunter Area
11666	Ah Za Rhoon
11668	Rashiliyta's Tomb
11669	The Royal Titans
11671	Taverley Dungeon
11672	Taverley Dungeon
11673	Taverley Dungeon
11674	Heroes' Guild Mine
11675	Warriors' Guild Basement
11678	Keldagrim
11679	Keldagrim
11681	Ghorrock Dungeon
11821	Kharazi Jungle
11822	Karamja
11823	Ship Yard
11824	Mudskipper Point
11825	Asgarnia
11826	Rimmington
11827	Falador
11828	Falador
11829	Asgarnia
11830	Asgarnia
11842	Corporeal Beast
11844	Corporeal Beast
11850	Abyssal Sire
11851	Abyssal Sire
11854	Rogues' Den
11855	Rogues' Den
11865	Ruins of Camdozaal
11866	Ruins of Camdozaal
11867	Ruins of Camdozaal
11924	Mogre Camp
11925	Asgarnian Ice Caves
11926	Port Sarim Rat Pits
11928	Taverley Dungeon
11929	Taverley Dungeon
12076	Tempoross
12079	Tutorial Island
12080	Tutorial Island
12081	Port Sarim
12082	Port Sarim
12083	Falador Farm
12084	Falador
12085	Asgarnia
12086	Asgarnia
12100	Tower of Life Basement
12102	Enchanted Valley
12105	Agility Pyramid
12106	Abyssal Nexus
12108	Abyssal Area
12109	Rogues' Den
12110	Rogues' Den
12111	Rogues' Den
12115	Gorak's Plane
12119	Ourania Cave
12121	Ruins of Camdozaal
12122	Ruins of Camdozaal
12123	Ruins of Camdozaal
12126	Zalcano
12127	The Gauntlet
12132	Duke Sucellus
12181	Asgarnian Ice Caves
12183	Dwarven Mines
12184	Dwarven Mines
12185	Dwarven Mines
12332	Sea Spirit Dock
12335	Tutorial Island
12336	Tutorial Island
12337	Wizards' Tower
12338	Draynor
12339	Draynor
12340	Draynor Manor
12341	Barbarian Village
12342	Edgeville
12362	Abyssal Sire
12363	Abyssal Sire
12423	Enakhra's Temple
12436	Tutorial Island
12437	Wizards' Tower Basement
12438	Draynor Sewers
12439	Draynor Sewers
12441	Edgeville Dungeon
12442	Edgeville Dungeon
12443	Edgeville Dungeon
12587	Kharidian Desert
12588	Ruins of Unkah
12589	Quarry
12590	Bandit Camp
12591	Bedabin Camp
12592	Tutorial Island
12593	Lumbridge Swamp
12594	Misthalin
12595	Misthalin
12596	Varrock
12597	Varrock
12598	Grand Exchange
12611	Theatre of Blood
12612	Theatre of Blood
12613	Theatre of Blood
12615	Tarn's Lair
12616	Tarn's Lair
12619	Drill Sergeant's Training Camp
12621	Clan Wars
12622	Clan Wars
12623	Clan Wars
12625	Tunnel of Chaos
12644	Ancient Vault
12693	Lumbridge Swamp Caves
12694	H.A.M. Hideout
12695	Sourhog Cave
12696	Champions' Challenge
12698	Edgeville Dungeon
12700	Ferox Enclave Dungeon
12737	Iorwerth Dungeon
12738	Iorwerth Dungeon
12843	Menaphos
12844	Kharidian Desert
12845	Kharidian Desert
12846	Kharidian Desert
12847	Kharidian Desert
12848	Kharidian Desert
12849	Lumbridge Swamp
12850	Lumbridge
12851	Misthalin
12852	Varrock
12853	Varrock
12854	Varrock
12867	Theatre of Blood
12869	Theatre of Blood
12889	Chambers of Xeric
12894	Prifddinas
12895	Prifddinas
12946	Smoke Dungeon
12948	Chasm of Tears
12949	Lumbridge Swamp Caves
12950	Dorgeshuun Mines
12954	Varrock Sewers
12993	Iorwerth Dungeon
12994	Iorwerth Dungeon
13098	Necropolis
13099	Sophanem
13100	Kharidian Desert
13101	Kharidian Desert
13102	Kharidian Desert
13103	Kharidian Desert
13104	Kharidian Desert
13105	Al Kharid
13106	Al Kharid
13107	Al Kharid Mine
13108	Varrock
13109	Varrock
13110	Varrock
13122	Theatre of Blood
13123	Theatre of Blood
13125	Theatre of Blood
13130	Clan Wars
13131	Clan Wars
13133	Clan Wars
13134	Clan Wars
13135	Clan Wars
13136	Chambers of Xeric
13137	Chambers of Xeric
13138	Chambers of Xeric
13139	Chambers of Xeric
13140	Chambers of Xeric
13141	Chambers of Xeric
13145	Chambers of Xeric
13150	Prifddinas
13151	Prifddinas
13156	Ancient Vault
13200	Sophanem Dungeon
13202	Smoke Dungeon
13206	Dorgeshuun Mines
13209	Dungeon of Tolna
13210	Varrock Sewers
13250	Trahaearn Mine
13252	Elven rabbit cave
13353	Necropolis
13354	Necropolis
13355	Ruins of Ullek
13356	Agility Pyramid
13357	Kharidian Desert
13358	Pollnivneach
13359	Kharidian Desert
13360	Kharidian Desert
13361	Desert Plateau
13362	Emir's Arena
13363	Emir's Arena
13364	Exam Centre
13365	Digsite
13366	Silvarea
13379	Theatre of Blood
13386	Clan Wars
13387	Clan Wars
13390	Clan Wars
13393	Chambers of Xeric
13394	Chambers of Xeric
13395	Chambers of Xeric
13396	Chambers of Xeric
13397	Chambers of Xeric
13401	Chambers of Xeric
13454	Jaltevas Pyramid
13461	Water Ravine
13462	Mage Training Arena
13463	Mage Training Arena
13464	Digsite Dungeon
13465	Digsite Dungeon
13491	Giants' Foundry
13609	Necropolis
13610	Necropolis
13611	Ruins of Ullek
13612	Ruins of Ullek
13613	Nardah
13614	Kharidian Desert
13615	Kharidian Desert
13616	Kharidian Desert
13617	Desert Plateau
13618	Abandoned Mine
13619	Morytania
13620	Morytania
13621	Morytania
13622	Morytania
13623	Slayer Tower
13641	Clan Wars
13642	Clan Wars
13643	Clan Wars
13644	Clan Wars
13645	Clan Wars
13646	Clan Wars
13647	Clan Wars
13658	LMS - Deserted Island
13659	LMS - Deserted Island
13660	LMS - Deserted Island
13718	Abandoned Mine
13721	Myreque Hideout
13722	Saradomin Shrine (Paterdomus)
13723	Slayer Tower
13869	Kharidian Desert
13870	Kharidian Desert
13871	Uzer Oasis
13872	Uzer
13873	Burgh de Rott
13874	Burgh de Rott
13875	Mort'ton
13876	Morytania
13877	Morytania
13878	Canifis
13879	Morytania
13899	Clan Wars
13900	Clan Wars
13914	LMS - Deserted Island
13915	LMS - Deserted Island
13916	LMS - Deserted Island
13918	LMS - Wild Varrock
13919	LMS - Wild Varrock
13920	LMS - Wild Varrock
13972	Kalphite Queen
13974	Myreque Hideout
13975	Shade Catacombs
13977	Myreque Hideout
13978	Myreque Hideout
13979	Experiment Cave
14129	Burgh de Rott
14130	Burgh de Rott
14131	Barrows
14132	Meiyerditch
14133	Morytania
14134	Morytania
14135	Fenkenstrain's Castle
14142	Lithkren
14155	Clan Wars
14156	Clan Wars
14160	Tombs of Amascut
14162	Tombs of Amascut
14164	Tombs of Amascut
14174	LMS - Wild Varrock
14175	LMS - Wild Varrock
14176	LMS - Wild Varrock
14231	Barrows
14232	Meiyerditch Laboratories
14233	Meiyerditch Laboratories
14234	Werewolf Agility Course
14235	Experiment Cave
14385	Meiyerditch
14386	Meiyerditch
14387	Meiyerditch
14388	Darkmeyer
14389	Morytania
14390	Morytania
14391	Morytania
14398	Lithkren
14430	LMS - Wild Varrock
14431	LMS - Wild Varrock
14432	LMS - Wild Varrock
14484	Guardians of the Rift
14487	Meiyerditch Laboratories
14488	Meiyerditch Laboratories
14489	Araxxor
14495	Wyvern Cave
14496	Wyvern Cave
14637	Mos Le'Harmless
14638	Mos Le'Harmless
14639	Mos Le'Harmless
14641	Icyene Graveyard
14642	Ver Sinhaza
14643	Slepe
14644	Darkmeyer
14645	Morytania
14646	Port Phasmatys
14647	Morytania
14650	Fossil Island
14651	Fossil Island
14652	Fossil Island
14672	Osmumten's Burial Chamber
14674	Tombs of Amascut
14676	Tombs of Amascut
14679	Motherlode Mine
14680	Motherlode Mine
14681	Motherlode Mine
14744	Daeyalt Essence Mine
14746	Ectofuntus
14894	Mos Le'Harmless
14895	Mos Le'Harmless
14897	Icyene Graveyard
14898	Icyene Graveyard
14899	Slepe
14900	Slepe
14901	Slepe
14906	Fossil Island
14907	Fossil Island
14908	Fossil Island
14935	Motherlode Mine
14936	Motherlode Mine
14937	Motherlode Mine
14994	Mos Le'Harmless Caves
14995	Mos Le'Harmless Caves
14999	Sisterhood Sanctuary
15000	Sisterhood Sanctuary
15001	Sisterhood Sanctuary
15008	Underwater
15148	Harmony Island
15150	Trouble Brewing
15151	Mos Le'Harmless
15159	Dragontooth Island
15162	Fossil Island
15163	Fossil Island
15164	Fossil Island
15184	Tombs of Amascut
15186	Tombs of Amascut
15188	Tombs of Amascut
15191	Motherlode Mine
15192	Motherlode Mine
15193	Motherlode Mine
15251	Mos Le'Harmless Caves
15255	Sisterhood Sanctuary
15256	Sisterhood Sanctuary
15257	Sisterhood Sanctuary
15262	Volcanic Mine
15263	Volcanic Mine
15264	Underwater
15406	Mos Le'Harmless
15407	Mos Le'Harmless
15511	Sisterhood Sanctuary
15512	Sisterhood Sanctuary
15513	Sisterhood Sanctuary
15515	Nightmare of Ashihama
15696	Tombs of Amascut
15698	Tombs of Amascut
15700	Tombs of Amascut
